,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
1173,1173,1173,1173,1173,1173,246202144,23 52 33.410,-04 58 41.73,1,13.936,,,426-134355,23523340-0458416,7824-301-3-0304-0009,STAR,gri,rpm,-15.1,2.1,-5.8,2.4,,,15.154,0.02,14.247,0.037,,,14.761,0.038,13.934,0.045,13.583,0.067,,,12.464,0.023,11.978,0.021,11.877,0.02,4983,60,100,4.585,0.04,0.84,-0.051,0.12,0.36,0.768,2.17,0.079,0.823,0.076,0.091,1.775,0.384,1.73,364.6,1065,43.52,0.042,0.009,0.011,AAA-222-111-000-0-0,24.5,
1174,1174,1174,1174,1174,1174,246202149,23 10 09.799,-04 58 41.38,1,12.585,,,426-133379,23100978-0458417,,STAR,gri,rpm,0.7,1.5,-8.1,6.8,,,13.806,0.044,12.94,0.031,,,13.276,0.032,12.65,0.041,12.289,0.061,,,11.216,0.023,10.703,0.022,10.619,0.021,5029,102,81,2.66,0.564,0.47,-0.918,0.3,0.3,6.494,4.791,2.757,0.893,0.052,0.032,0.003,0.011,0.002,1708,1133,681,0.036,0.01,0.007,AAA-222-111-000-0-0,8.7,
1175,1175,1175,1175,1175,1175,246202150,23 12 46.440,-04 58 41.37,1,14.887,,,426-133440,23124643-0458416,8054-301-3-0183-0060,STAR,gri,rpm,54.3,2.8,-3.8,3.7,,,17.04,0.03,15.541,0.02,,,16.352,0.01,14.967,0.09,14.259,0.07,,,12.748,0.023,12.069,0.026,11.882,0.026,3930,92,92,4.854,0.04,0.04,-0.043,0.15,0.15,0.421,0.047,0.035,0.469,0.06,0.043,6.168,1.248,1.223,165.6,28.97,18.01,0.029,0.007,0.006,AAA-222-111-000-0-0,67.7,
1176,1176,1176,1176,1176,1176,246202160,23 11 16.672,-04 58 40.71,1,11.287,,5246-68-1,426-133404,23111666-0458407,,STAR,gri,rav,1.8,2.5,-2.1,2.7,,,12.348,0.311,11.061,0.109,,,11.996,0.03,11.351,0.04,10.983,0.06,,,9.884,0.026,9.387,0.022,9.233,0.021,4622,115,96,1.889,0.195,0.195,-0.745,0.15,0.12,17.142,4.142,3.336,0.912,0.04,0.018,1.53E-04,1.46E-04,7.47E-05,2165,469.3,385.7,0.037,0.011,0.007,AAA-222-111-000-0-0,34.9,
1177,1177,1177,1177,1177,1177,246202166,23 01 35.711,-04 58 40.41,1,15.4,,,426-133149,23013571-0458404,8066-301-3-0045-0139,STAR,JHK,rpm,-17.3,4.3,-37.7,5.5,,,,,,,,,,,,,,,,,13.7,0.023,13.085,0.031,13.013,0.032,4426,227,410,4.725,0.12,0.075,-0.231,0.25,0.35,0.542,0.095,0.123,0.595,0.096,0.135,3.386,2.391,0.961,385.4,93.14,124.4,0.036,0.011,0.008,AAA-222-111-000-0-0,19.4,
1178,1178,1178,1178,1178,1178,246202172,23 07 19.871,-04 58 40.05,1,14.08,,,426-133308,23071986-0458400,8066-301-3-0055-0042,STAR,gri,rpm,3.4,4.6,-52.2,5.5,,,15.849,0.06,14.562,0.04,,,15.205,0.042,14.08,0.046,13.597,0.067,,,12.222,0.029,11.515,0.025,11.425,0.026,4268,102,102,4.731,0.048,0.04,-0.055,0.18,0.15,0.559,0.053,0.057,0.612,0.062,0.052,3.5,0.806,0.555,190.7,23.27,24.61,0.031,0.008,0.006,AAA-222-111-000-0-0,55.2,
1179,1179,1179,1179,1179,1179,246202180,23 51 47.687,-04 58 39.48,1,12.63,,,426-134342,23514768-0458394,,STAR,gri,rpm,50.2,1.2,-10.9,1.5,,,13.707,0.043,12.86,0.031,,,13.255,0.032,12.59,0.041,12.362,0.061,,,11.356,0.024,10.942,0.021,10.842,0.019,5281,125,104,4.555,0.045,0.045,-0.092,0.2,0.32,0.811,0.064,0.093,0.861,0.075,0.1,1.591,0.435,0.252,241.1,37.25,27.2,0.033,0.008,0.005,AAA-222-111-000-0-0,40.6,
1180,1180,1180,1180,1180,1180,246202191,23 25 31.993,-04 58 38.97,1,12.109,,,426-133761,23253199-0458389,,STAR,gri,rpm,12.8,1.4,-24.3,1.7,,,12.877,0.03,12.236,0.01,,,12.524,0.03,12.052,0.04,11.931,0.01,,,11.009,0.023,10.687,0.021,10.629,0.025,5881,116,116,4.28,0.156,0.338,-0.111,0.12,0.18,1.212,0.572,0.251,1.027,0.093,0.078,0.58,0.442,0.41,355.2,169.7,76.93,0.037,0.014,0.008,AAA-222-111-000-0-0,28,
1181,1181,1181,1181,1181,1181,246202195,23 07 08.709,-04 58 38.76,1,15.355,,,426-133303,23070870-0458387,8066-301-3-0055-0153,STAR,JHK,rpm,15.7,4.3,-0.6,5.5,,,,,,,,,,,,,,,,,13.173,0.029,12.526,0.033,12.336,0.029,4115,328,273,4.792,0.09,0.108,-0.059,0.15,0.24,0.477,0.128,0.086,0.544,0.121,0.121,4.508,2.237,1.728,247,83.91,62.64,0.033,0.011,0.006,AAA-222-111-000-0-0,36.7,
1182,1182,1182,1182,1182,1182,246202199,23 29 06.751,-04 58 38.27,1,15.741,,,426-133864,23290673-0458384,7824-301-3-0265-0048,STAR,JHK,rpm,33.6,4.1,25.4,5,,,,,,,,,,,,,,,,,13.402,0.026,12.726,0.028,12.516,0.027,3987,217,155,4.834,0.06,0.06,-0.106,0.2,0.24,0.437,0.065,0.056,0.496,0.068,0.082,5.605,1.699,1.304,233.5,55.36,37.93,0.034,0.011,0.007,AAA-222-111-000-0-0,14.2,
1183,1183,1183,1183,1183,1183,246202225,23 51 44.970,-04 58 36.42,1,17.164,,,,23514496-0458364,7824-301-3-0303-0179,EXTENDED,gri,,0,2,4,2,,,,,,,21.362,0.431,18.453,0.013,17.178,0.007,16.612,0.007,16.217,0.017,16.057,0.104,15.117,0.106,14.456,0.098,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,40.6,
1184,1184,1184,1184,1184,1184,246202257,23 52 54.659,-04 58 33.90,1,16.954,,,,23525465-0458339,7824-301-3-0305-0006,STAR,gri,rpm,-14,2,-38,2,,,,,,,18.667,0.022,17.429,0.005,16.919,0.005,16.75,0.005,16.655,0.01,15.789,0.062,15.369,0.096,15.235,0.173,5552,90,112,4.677,0.04,0.136,-1.747,0.7,0.7,0.606,0.148,0.04,0.643,0.084,0.022,2.809,0.454,1.12,1470,394.2,138.5,0.035,0.006,0.005,AAC-222-111-000-0-0,39.5,
1185,1185,1185,1185,1185,1185,246202307,23 13 52.887,-04 58 30.37,1,14.077,,,426-133468,23135289-0458305,8054-301-3-0185-0029,STAR,gri,rpm,19.1,2.7,-16.4,3.5,,,15.15,0.03,14.322,0.01,,,14.684,0.038,14.063,0.05,13.817,0.02,,,12.787,0.025,12.344,0.027,12.26,0.029,5249,155,124,4.545,0.066,0.869,-0.303,0.3,0.66,0.794,1.248,0.11,0.845,0.058,0.105,1.59,0.535,1.494,464.8,623.7,75.51,0.036,0.015,0.005,AAA-222-111-000-0-0,58.1,
1186,1186,1186,1186,1186,1186,246202322,23 07 14.500,-04 58 29.69,1,14.948,,,426-133306,23071449-0458297,8066-301-3-0055-0018,STAR,gri,rpm,-10.7,4.5,-4.1,5.7,,,16.1,0.07,15.19,0.048,,,15.534,0.045,14.845,0.053,14.696,0.085,,,13.44,0.026,12.881,0.023,12.807,0.027,4969,98,98,3.839,0.748,1.309,-0.496,0.35,0.49,1.547,5.051,0.998,0.809,0.127,0.106,0.108,2.46,0.106,1138,3532,722.9,0.038,0.011,0.009,AAA-222-111-000-0-0,32.6,
1187,1187,1187,1187,1187,1187,246202328,23 50 56.796,-04 58 29.05,1,14.254,,,426-134329,23505679-0458290,7824-301-3-0301-0023,STAR,gri,rpm,35.5,2.4,-56.4,2.7,,,15.667,0.02,14.572,0.04,,,15.139,0.041,14.222,0.047,13.875,0.07,,,12.605,0.024,12.092,0.023,11.964,0.027,4720,55,128,4.666,0.128,0.04,-0.441,0.2,0.64,0.611,0.053,0.135,0.66,0.042,0.126,2.752,2.031,0.437,293.3,27.11,78.06,0.038,0.01,0.008,AAA-222-111-000-0-0,30,
1188,1188,1188,1188,1188,1188,246202350,23 30 25.489,-04 58 27.22,1,13.216,,,426-133901,23302548-0458271,,STAR,gri,rpm,56.1,1.4,-19.3,1.7,,,14.312,0.01,13.451,0.02,,,13.859,0.05,13.196,0.01,12.94,0.01,,,11.922,0.026,11.502,0.023,11.434,0.023,5162,104,83,4.622,0.02,0.04,-0.56,0.3,0.25,0.685,0.078,0.033,0.716,0.084,0.035,2.228,0.26,0.375,250.7,61.44,11.5,0.041,0.006,0.011,AAA-222-111-000-0-0,60.2,
1189,1189,1189,1189,1189,1189,246202372,23 49 14.243,-04 58 25.52,1,15.753,,,426-134291,23491423-0458255,7824-301-3-0298-0112,STAR,gri,rpm,1.9,3,-10.3,3.7,,,16.797,0.06,15.921,0.063,,,16.341,0.057,15.838,0.071,15.501,0.11,,,14.46,0.027,14.058,0.052,13.921,0.043,5487,260,173,4.5,0.075,0.81,-0.592,0.35,0.56,0.859,1.412,0.139,0.831,0.081,0.097,1.294,0.611,1.223,1134,1641,192.9,0.037,0.014,0.007,AAA-222-111-000-0-0,36.2,
1190,1190,1190,1190,1190,1190,246202375,23 20 41.396,-04 58 25.32,1,14.807,,,426-133639,23204139-0458252,7824-301-3-0251-0161,STAR,gri,rpm,39.4,3.6,-23.1,4.6,,,16.722,0.087,15.338,0.051,,,16.125,0.07,14.886,0.03,14.242,0.12,,,12.858,0.026,12.187,0.024,12.069,0.024,4053,120,96,4.801,0.042,0.035,0.022,0.1,0.2,0.484,0.045,0.049,0.539,0.059,0.049,4.779,0.967,0.804,208.8,28.18,24.83,0.031,0.008,0.006,AAA-222-111-000-0-0,10.2,
1191,1191,1191,1191,1191,1191,246202376,23 08 54.910,-04 58 25.27,1,15.593,,,426-133346,23085490-0458255,8066-301-3-0058-0120,STAR,JHK,rpm,13.8,4.3,-6.3,5.5,,,,,,,,,,,,,,,,,13.61,0.026,12.961,0.027,12.832,0.026,4286,209,293,4.738,0.09,0.075,-0.056,0.15,0.24,0.544,0.094,0.094,0.598,0.092,0.092,3.755,1.85,1.066,351,91.91,85.49,0.035,0.012,0.007,AAA-222-111-000-0-0,17.8,
1192,1192,1192,1192,1192,1192,246202472,23 31 16.454,-04 58 17.53,1,12.631,,,426-133926,23311644-0458173,,STAR,gri,rpm,-3.4,1.2,12.5,1.8,,,13.562,0.02,12.834,0.03,,,13.192,0.03,12.628,0.041,12.391,0.02,,,11.453,0.021,11.087,0.024,11.021,0.025,5495,166,133,4.411,0.11,0.836,-0.173,0.25,0.7,1.011,1.527,0.158,0.947,0.107,0.09,0.905,0.497,0.855,366.9,465.9,79.99,0.038,0.014,0.01,AAA-222-111-000-0-0,97.1,
1193,1193,1193,1193,1193,1193,246202525,23 52 46.064,-04 58 13.45,1,12.754,,,426-134360,23524606-0458133,,STAR,gri,rpm,-2.2,1.1,-24.9,1.5,,,13.684,0.043,12.96,0.031,,,13.275,0.032,12.757,0.041,12.531,0.062,,,11.579,0.022,11.221,0.022,11.2,0.021,5695,159,136,4.442,0.055,0.605,-0.213,0.25,0.35,0.993,0.922,0.118,0.954,0.077,0.077,0.986,0.296,0.86,365.7,303.1,53.28,0.038,0.013,0.01,AAA-222-111-000-0-0,20.6,
1194,1194,1194,1194,1194,1194,246202538,23 10 20.321,-04 58 12.51,1,17.188,,,,23102032-0458125,8054-301-3-0179-0089,EXTENDED,gri,,-1,2,3,2,,,,,,,19.802,0.087,18.125,0.008,17.243,0.006,16.786,0.006,16.454,0.015,15.624,0.065,14.968,0.091,14.42,0.09,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,53.3,
1195,1195,1195,1195,1195,1195,246202587,23 28 21.477,-04 58 08.84,1,14.746,,,426-133841,23282146-0458089,7824-301-3-0264-0019,STAR,gri,rpm,9.4,3.8,-5.7,4.6,,,16.214,0.04,15.122,0.047,,,15.702,0.04,14.672,0.03,14.336,0.077,,,13.09,0.023,12.555,0.028,12.453,0.027,4641,75,94,4.638,0.042,0.028,-0.03,0.2,0.24,0.673,0.058,0.062,0.741,0.048,0.077,2.359,0.55,0.388,386.7,44,45.68,0.035,0.012,0.005,AAA-222-111-000-0-0,66.9,
1196,1196,1196,1196,1196,1196,246202600,23 32 05.142,-04 58 08.02,1,14.476,,,426-133943,23320514-0458079,7824-301-3-0270-0020,STAR,gri,rpm,-8.9,2.4,-24.9,2.8,,,15.881,0.02,14.84,0.01,,,15.34,0.06,14.461,0.01,14.105,0.03,,,13.032,0.027,12.535,0.025,12.426,0.026,4738,92,92,4.642,0.048,0.04,-0.205,0.24,0.32,0.66,0.059,0.071,0.719,0.063,0.088,2.358,0.55,0.328,373.4,46.53,41.38,0.037,0.014,0.009,AAA-222-111-000-0-0,62.4,
1197,1197,1197,1197,1197,1197,246202610,23 34 45.786,-04 58 07.34,1,15.067,,,426-134008,23344579-0458073,7824-301-3-0274-0139,STAR,gri,rpm,17.1,2.3,-1.7,2.7,,,17.088,0.09,15.713,0.058,,,16.554,0.12,15.129,0.1,14.429,0.03,,,12.935,0.024,12.221,0.021,12.113,0.021,4053,112,80,4.787,0.03,0.03,0.084,0.12,0.14,0.5,0.035,0.032,0.56,0.039,0.039,4.39,0.65,0.567,221.1,21.89,19.92,0.034,0.008,0.006,AAA-222-111-000-0-0,61.7,
1198,1198,1198,1198,1198,1198,246202616,23 01 42.897,-04 58 07.04,1,16.734,,,,,8066-301-3-0046-0213,EXTENDED,gri,,3,3,-1,3,,,,,,,18.686,0.068,17.393,0.009,16.767,0.008,16.452,0.009,16.227,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1199,1199,1199,1199,1199,246202621,23 25 48.340,-04 58 06.64,1,12.714,,,426-133768,23254833-0458066,,STAR,gri,rpm,46.3,2.2,-36.3,2.1,,,13.49,0.01,12.861,0.02,,,13.157,0.04,12.681,0.041,12.524,0.02,,,11.595,0.026,11.221,0.025,11.181,0.021,5675,169,135,4.479,0.075,0.135,-0.405,0.2,0.32,0.857,0.206,0.081,0.842,0.076,0.063,1.267,0.384,0.48,315.7,94.39,38.7,0.035,0.013,0.006,AAA-222-111-000-0-0,80,
1200,1200,1200,1200,1200,1200,246202622,23 49 04.255,-04 58 06.62,1,17.112,,,,23490425-0458066,7824-301-3-0298-0168,EXTENDED,gri,,-2,2,-6,2,,,,,,,20.23,0.118,18.246,0.009,17.134,0.006,16.626,0.006,16.23,0.013,15.79,0.094,14.957,0.095,14.472,0.1,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,101.2,
1201,1201,1201,1201,1201,1201,246202640,23 25 57.946,-04 58 05.27,1,17.137,,,,23255794-0458052,7824-301-3-0260-0150,STAR,gri,rpm,10,2,-13,2,,,,,,,20.759,0.085,18.284,0.007,17.106,0.005,16.646,0.005,16.409,0.009,15.305,0.043,14.667,0.059,14.387,0.082,4199,66,49,4.792,0.09,0.05,-0.271,0.2,0.28,0.483,0.062,0.081,0.546,0.06,0.096,4.503,2.036,0.843,670.7,85.32,116.9,0.037,0.01,0.008,AAA-222-111-000-0-0,46.5,
1202,1202,1202,1202,1202,1202,246202652,23 52 47.623,-04 58 04.03,1,12.547,,,426-134361,23524762-0458039,,STAR,gri,rpm,17.1,1.1,1.6,1.4,,,13.379,0.042,12.702,0.031,,,13.022,0.031,12.529,0.041,12.344,0.061,,,11.529,0.024,11.231,0.022,11.185,0.023,5897,120,120,4.287,0.13,0.26,-0.078,0.2,0.24,1.184,0.472,0.201,1.064,0.084,0.101,0.539,0.411,0.309,462.8,151.8,84.88,0.039,0.014,0.01,AAA-222-111-000-0-0,5,
1203,1203,1203,1203,1203,1203,246202744,23 02 46.374,-04 57 57.26,1,16.544,,,,23024637-0457572,8066-301-3-0047-0120,STAR,gri,rpm,-2,2,-7,2,,,,,,,18.188,0.018,17.075,0.005,16.553,0.004,16.316,0.004,16.17,0.008,15.29,0.044,14.818,0.074,14.601,0.09,5353,107,86,3.015,1.43,0.325,-1.811,0.81,0.45,4.034,1.878,3.283,0.806,0.016,0.019,0.009,1.211,0.006,7765,3407,6198,0.039,0.013,0.009,AAA-222-111-000-0-0,25.2,
1204,1204,1204,1204,1204,1204,246202747,23 11 39.716,-04 57 57.03,1,14.622,,,426-133411,23113971-0457570,,STAR,gri,rpm,-6.3,3,-19.8,12.4,,,15.62,0.07,14.826,0.1,,,15.214,0.01,14.519,0.1,14.369,0.18,,,13.395,0.024,12.943,0.025,12.892,0.034,5171,155,124,4.564,0.04,0.816,-0.256,0.25,0.4,0.784,1.416,0.069,0.821,0.083,0.083,1.7,0.321,1.6,600.3,1059,74.56,0.037,0.013,0.008,AAA-222-111-000-0-0,71.3,
1205,1205,1205,1205,1205,1205,246202753,23 52 37.317,-04 57 56.49,1,14.77,,,426-134356,23523731-0457564,8066-301-4-0130-0052,STAR,gri,rpm,9.5,2.4,-1.5,2.7,,,16.093,0.03,15.177,0.048,,,15.643,0.046,14.745,0.052,14.396,0.078,,,13.263,0.026,12.789,0.021,12.696,0.033,4937,98,98,4.577,0.04,0.048,-0.029,0.12,0.27,0.757,0.065,0.06,0.821,0.07,0.058,1.822,0.344,0.289,515.3,73.08,53.92,0.039,0.013,0.007,AAA-222-111-000-0-0,59.7,
1206,1206,1206,1206,1206,1206,246202757,23 07 07.874,-04 57 56.26,1,15.775,,,,23070787-0457562,8066-301-3-0055-0148,STAR,gri,rpm,19,2,-12,2,,,,,,,20.191,0.064,17.486,0.005,16.124,0.004,15.041,0.004,14.475,0.005,13.23,0.023,12.555,0.025,12.381,0.026,3920,80,112,4.868,0.049,0.035,-0.07,0.15,0.15,0.409,0.038,0.048,0.46,0.046,0.064,6.455,1.634,0.961,193.7,29.22,25.39,0.034,0.011,0.008,AAA-222-111-000-0-0,28.2,
1207,1207,1207,1207,1207,1207,246202812,23 13 42.521,-04 57 52.17,1,15.292,,,426-133464,23134253-0457522,8054-301-3-0184-0170,STAR,gri,rpm,-20.7,2.9,-13.7,3.6,,,17.334,0.11,15.871,0.062,,,16.732,0.04,15.361,0.1,14.676,0.084,,,13.46,0.026,12.774,0.029,12.72,0.032,4060,121,97,4.803,0.035,0.042,0.004,0.12,0.12,0.482,0.049,0.037,0.549,0.055,0.047,4.725,0.826,0.831,270.9,38.42,28.34,0.037,0.011,0.008,AAA-222-111-000-0-0,83.2,
1208,1208,1208,1208,1208,1208,246202831,23 31 53.396,-04 57 50.52,1,16.679,,,,23315339-0457505,7824-301-3-0270-0123,EXTENDED,gri,,0,2,6,2,,,,,,,19.408,0.071,17.64,0.007,16.709,0.005,16.267,0.005,15.943,0.012,15.722,0.088,15.147,0.109,14.713,0.128,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-000-0-0,56.1,
1209,1209,1209,1209,1209,1209,246202838,23 25 30.539,-04 57 49.72,1,14.731,,,426-133760,23253054-0457497,,STAR,gri,rpm,-9.9,3.8,-4.9,4.7,,,15.816,0.01,14.942,0.01,,,15.349,0.02,14.646,0.01,14.466,0.08,,,13.405,0.025,12.987,0.03,12.891,0.033,5215,84,105,4.548,0.04,0.056,-0.081,0.2,0.28,0.807,0.094,0.061,0.862,0.061,0.073,1.587,0.299,0.341,627.1,88.61,56.5,0.038,0.013,0.008,AAA-222-111-000-0-0,21.6,
1210,1210,1210,1210,1210,1210,246202856,23 11 10.948,-04 57 47.33,1,14.936,,,426-133399,23111094-0457472,7824-301-3-0235-0106,STAR,JHK,rpm,52.6,2.8,14.3,3.7,,,,,,,,,,,,,,,,,12.681,0.028,12.072,0.022,11.822,0.021,3618,86,107,4.989,0.048,0.04,0.034,0.1,0.14,0.281,0.041,0.042,0.296,0.06,0.06,12.51,4.21,2.754,95.84,17.02,19.61,0.021,0.006,0.004,AAA-222-111-000-0-0,21.5,
1211,1211,1211,1211,1211,1211,246202878,23 23 18.204,-04 57 45.97,1,12.674,,,426-133722,23231818-0457459,,STAR,gri,rav,5,1.8,-5,5.7,,,14.053,0.05,13.006,0.01,,,13.506,0.03,12.695,0.01,12.318,0.05,,,11.129,0.026,10.559,0.025,10.489,0.025,4320,105,105,1.43,0.133,0.095,-0.669,0.12,0.14,29.299,4.109,3.604,0.918,0.039,0.018,3.27E-05,1.68E-05,9.55E-06,3971,1860,1267,0.038,0.011,0.007,AAA-222-111-000-0-0,69.3,
1212,1212,1212,1212,1212,1212,246202882,23 26 54.967,-04 57 45.87,1,15.379,,,,23265496-0457458,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.527,0.026,13.027,0.03,12.789,0.026,3504,160,225,5.053,0.07,0.07,-0.036,0.15,0.18,0.219,0.07,0.045,0.217,0.085,0.072,17.97,8.918,5.96,101.6,38.34,27.84,0.024,0.008,0.007,AAA-222-111-000-0-0,40.2,0850-0694169
1213,1213,1213,1213,1213,1213,246202900,23 07 58.821,-04 57 44.61,1,16.414,,,,23075882-0457446,8054-301-3-0175-0188,STAR,gri,rpm,-40,2,-160,2,,,,,,,20.618,0.098,17.927,0.006,16.528,0.004,15.766,0.004,15.389,0.006,14.17,0.032,13.568,0.029,13.4,0.036,3633,130,87,5.051,0.066,0.066,-0.276,0.2,0.2,0.237,0.049,0.048,0.224,0.073,0.052,16.36,7.394,4.37,123.4,37.4,33.59,0.025,0.008,0.007,AAA-222-111-000-0-0,26.2,
1214,1214,1214,1214,1214,1214,246202909,23 26 47.768,-04 57 44.22,1,12.228,,,426-133792,23264776-0457441,,STAR,gri,rav,13.9,3.1,2.2,2.2,,,13.18,0.04,12.393,0.02,,,12.791,0.02,12.148,0.04,11.987,0.02,,,10.951,0.022,10.566,0.025,10.505,0.023,5023,121,121,3.666,0.085,0.119,-0.075,0.12,0.12,2.583,0.432,0.313,1.19,0.118,0.118,0.063,0.023,0.022,630.6,93.43,68.58,0.038,0.013,0.008,AAA-222-111-000-0-0,52.3,
1215,1215,1215,1215,1215,1215,246202930,23 31 44.276,-04 57 42.63,1,13.902,,,426-133938,23314428-0457425,,STAR,gri,rpm,12.2,4.2,-1.9,2.1,,,14.928,0.03,14.134,0.03,,,14.528,0.04,13.878,0.02,13.633,0.03,,,12.66,0.022,12.287,0.024,12.157,0.023,5336,107,107,4.536,0.04,0.672,-0.171,0.25,0.35,0.841,1.187,0.086,0.887,0.094,0.078,1.475,0.278,1.343,473.9,657.7,55.41,0.04,0.013,0.009,AAA-222-111-000-0-0,74.1,
1216,1216,1216,1216,1216,1216,246202983,23 07 32.917,-04 57 38.63,1,17.066,,,,23073291-0457386,8054-301-3-0174-0110,STAR,gri,rpm,-3,2,-24,2,,,,,,,20.667,0.101,18.234,0.008,17.053,0.005,16.566,0.005,16.364,0.01,15.321,0.047,14.465,0.039,14.387,0.072,4195,50,50,4.771,0.042,0.035,-0.128,0.16,0.2,0.507,0.04,0.044,0.569,0.041,0.049,4.116,0.959,0.572,697.2,68.67,72.37,0.038,0.014,0.008,AAA-222-111-000-0-0,18.3,
1217,1217,1217,1217,1217,1217,246203014,23 34 53.058,-04 57 36.04,1,14.797,,,426-134013,23345305-0457361,7824-301-3-0275-0004,STAR,gri,rpm,8.9,2.4,-15.5,2.8,,,15.881,0.11,15.038,0.03,,,15.426,0.09,14.771,0.052,14.527,0.03,,,13.376,0.024,12.865,0.021,12.871,0.029,5051,120,100,4.597,0.03,0.06,-0.312,0.25,0.25,0.725,0.096,0.044,0.772,0.083,0.052,1.994,0.269,0.406,535.8,102.5,53.4,0.036,0.013,0.009,AAA-222-111-000-0-0,32.8,
1218,1218,1218,1218,1218,1218,246203043,23 24 37.767,-04 57 33.62,1,15.028,,,426-133742,23243777-0457333,7824-301-3-0257-0162,STAR,JHK,rpm,-29.8,4.8,-40.7,5.4,,,,,,,,,,,,,,,,,13.042,0.024,12.516,0.028,12.263,0.027,3599,105,84,5.01,0.02,0.06,-0.007,0.12,0.15,0.269,0.054,0.024,0.275,0.071,0.04,13.7,2.029,3.865,108.1,21.98,15.45,0.023,0.009,0.003,AAA-222-111-000-0-0,29.1,
1219,1219,1219,1219,1219,1219,246203047,23 09 18.445,-04 57 33.48,1,16.088,,,,23091844-0457334,8054-301-3-0177-0096,EXTENDED,gri,,,,,,,,,,,,20.514,0.111,17.972,0.007,16.603,0.004,15.28,0.003,14.617,0.004,13.357,0.03,12.755,0.031,12.459,0.029,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,50,0850-0691321
1220,1220,1220,1220,1220,1220,246203072,23 15 30.903,-04 57 31.86,1,18.035,,,,23153090-0457318,7824-301-3-0242-0118,STAR,gri,rpm,70,3,-68,3,,,,,,,21.908,0.233,19.243,0.012,18.026,0.007,17.517,0.007,17.227,0.015,16.005,0.084,15.432,0.122,15.196,0.158,4000,40,48,5.085,0.02,0.024,-1.096,0.18,0.12,0.225,0.016,0.012,0.227,0.022,0.014,19.43,1.874,2.35,376.4,46.32,29.94,0.04,0.004,0.01,ABC-222-111-000-0-0,32.9,
1221,1221,1221,1221,1221,1221,246203085,23 53 50.330,-04 57 31.07,1,17.016,,,426-134389,23535025-0457318,7881-301-4-0012-0173,STAR,JHK,rpm,25.4,4.3,19.2,4.4,,,,,,,,,,,,,,,,,15.154,0.042,14.484,0.039,14.413,0.075,4092,259,216,4.839,0.085,0.085,-0.321,0.25,0.35,0.428,0.086,0.085,0.474,0.089,0.106,5.84,2.798,1.892,522.6,152.2,117.9,0.037,0.011,0.007,AAA-222-111-000-0-0,44.2,
1222,1222,1222,1222,1222,1222,246203091,23 27 51.306,-04 57 30.71,1,13.457,,,426-133828,23275130-0457308,,STAR,gri,rpm,19.5,4.6,8,5,,,14.477,0.01,13.659,0.02,,,14.073,0.04,13.444,0.01,13.193,0.064,,,12.148,0.024,11.763,0.022,11.731,0.026,5414,108,86,4.519,0.035,0.21,-0.077,0.15,0.27,0.873,0.191,0.075,0.918,0.055,0.078,1.355,0.255,1.152,399,199.4,38.45,0.036,0.013,0.006,AAA-222-111-000-0-0,23.8,
1223,1223,1223,1223,1223,1223,246203113,23 21 57.156,-04 57 29.49,1,9.955,,5247-369-1,426-133683,23215715-0457295,,STAR,BV,plx,18.5,1.7,-5.6,1.6,,,10.715,0.056,10.077,0.043,,,,,,,,,,,9.074,0.026,8.8,0.044,8.716,0.021,5908,145,145,4.416,0.035,0.049,-0.097,0.16,0.32,1.028,0.046,0.044,1.022,0.064,0.116,0.917,0.112,0.118,124.2,6.793,6.793,0.026,0.008,0.005,AAA-212-111-000-0-0,59.2,
1224,1224,1224,1224,1224,1224,246203123,23 22 06.358,-04 57 28.69,1,17.093,,,,23220635-0457286,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.625,0.1,14.96,0.103,14.616,0.112,3827,507,317,4.932,0.13,0.182,-0.183,0.25,0.35,0.317,0.16,0.107,0.356,0.201,0.168,8.163,9.089,4.301,485.9,360.5,206.9,0.036,0.013,0.008,AAB-222-111-000-0-0,32.2,0850-0693448
